88,conidEx,7720,7280,6070,7281,6509,7714,7715,31,55,7699,7698,_updated,server_id,7051,82,conid,6119,83,84,85,86,7706
$15K,160670452,,Retail,BOND,Retail-Bedding,Z,"Aug 01, 2044","Jul 17, 2014",C1.244,BBBY,,,1761261291734,q197,Bed Bath & Beyond Inc,,160670452,q197,,1.706,$2K,2.420,C/D (MOODY/SP)
"$5,000K",29204385,3.431%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Jul 15, 2026","Jul 29, 1996",C102.3810,EQT,5.623%,,1761261326042,q198,EQT Corp,,29204385,q198,,101.4610,"$5,000K",103.0240,BAA3/BBB- (MOODY/SP)
"$5,000K",257916779,6.572%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Dec 08, 2046","Dec 08, 2016",85.4350,F,6.609%,6.576%,1761261291224,q199,Ford Motor Co,0.0000,257916779,q199,0.0,85.1030,"$5,000K",85.4760,BA1/BBB- (MOODY/SP)
$450K,147743675,6.191%,,BOND,,Z,"Apr 04, 2044","Apr 04, 2014",107.9695,CR,6.339%,,1761261291734,q200,Republic of Costa Rica,-0.4455,147743675,q200,-0.41,107.1190,$550K,108.8200,BA2/BB (MOODY/SP)
"$5,000K",401135207,5.027%,Food,BOND,Food-Retail,R,"Feb 15, 2030","Feb 05, 2020",98.8620,ACI,5.308%,,1761261291734,q201,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC,0.0000,401135207,q201,0.0,98.3490,"$5,000K",99.4110,BA2/BB+ (MOODY/SP)
"$5,000K",29136933,5.509%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Jan 15, 2032","Jun 04, 1998",117.0000,F,5.744%,5.623%,1761261290712,q202,Ford Motor Co,0.0000,29136933,q202,0.0,116.2890,"$5,000K",117.6340,BA1/BBB- (MOODY/SP)
,555088522,6.127%,Engineering&Construction,BOND,Building&Construct-Misc,Z,"Apr 15, 2032","Apr 07, 2022",C105.5020,GOINSO,,,1761261291734,q203,Global Infrastructure Solutions Inc,,555088522,q203,,,$6K,105.2500,B1/BB (MOODY/SP)
"$5,000K",390517382,5.630%,Diversified Finan Serv,BOND,Finance-Consumer Loans,R,"Nov 15, 2029","Nov 07, 2019",98.9300,OMF,5.733%,5.673%,1761261291734,q204,American General Finance Corp,0.0000,390517382,q204,0.0,98.7170,"$5,000K",99.0840,BA2/BB (MOODY/SP)
"$5,000K",29106877,4.674%,Food,BOND,Food-Retail,R,"Sep 15, 2027","Sep 10, 1997",103.5000,SWY,5.897%,5.472%,1761261290712,q205,Safeway Inc,0.0000,29106877,q205,0.0,102.7210,"$5,000K",104.9410,BA2/BB+ (MOODY/SP)
$125K,358164039,,Telecommunications,BOND,Wireless Equipment,Z,"Apr 15, 2027","Mar 27, 2019",C99.6870,VSAT,6.424%,,1761261291734,q206,Viasat Inc,,358164039,q206,,98.8910,$15K,100.3000,BA3/B+ (MOODY/SP)
"$5,000K",86176598,5.645%,Iron/Steel,BOND,Steel-Producers,R,"Mar 01, 2041","Mar 07, 2011",110.4850,MTNA,5.800%,5.714%,1761261291224,q207,ArcelorMittal SA,0.0000,86176598,q207,0.0,109.5610,"$5,000K",111.2330,BAA3/BBB (MOODY/SP)
"$5,000K",444853790,4.724%,Mining,BOND,Gold Mining,R,"Oct 15, 2028","Sep 23, 2020",C99.8430,IMGCN,6.211%,,1761261291224,q208,IAMGOLD Corp,,444853790,q208,,98.7650,"$5,000K",100.9570,B3/BB- (MOODY/SP)
"$5,000K",401809433,34.320%,Retail,BOND,Retail-Mail Order,R,"Feb 15, 2027","Feb 04, 2020",62.781,QVCN,46.357%,45.474%,1761261291224,q209,QVC Inc,0.000,401809433,q209,0.0,62.386,"$5,000K",70.875,CAA3/CCC (MOODY/SP)
"$5,000K",44259997,3.962%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,R,"Feb 01, 2027","Jan 25, 2007",102.3580,HWM,4.025%,3.971%,1761261291734,q210,Howmet Aerospace Inc,0.0000,44259997,q210,0.0,102.2750,"$5,000K",102.3540,BAA1/BBB+ (MOODY/SP)
"$5,000K",363665972,4.178%,Auto Parts&Equipment,BOND,Auto/Trk Prts&Equip-Orig,R,"May 15, 2029","May 01, 2019",100.0310,LEA,4.295%,4.240%,1761261291734,q211,Lear Corp,0.0000,363665972,q211,0.0,99.8530,"$5,000K",100.2230,BAA2/BBB (MOODY/SP)
"$5,000K",29366477,5.139%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Jul 16, 2031","Jul 16, 1999",109.4300,F,5.245%,5.506%,1761261291734,q212,Ford Motor Co,0.0000,29366477,q212,0.0,110.7660,"$5,000K",111.3180,BA1/BBB- (MOODY/SP)
"$5,000K",29164037,9.997%,Telecommunications,BOND,Telephone-Integrated,R,"Feb 15, 2031","Aug 27, 2001",89.6000,QWECOM,11.272%,10.339%,1761261291225,q213,Qwest Capital Funding Inc,0.0000,29164037,q213,0.0,86.2020,"$5,000K",90.9040,WR/CCC (MOODY/SP)
"$5,000K",370349506,0.083%,Retail,BOND,Retail-Home Furnishings,R,"Jun 15, 2029","Jun 20, 2019",103.0000,BBWI,5.229%,4.629%,1761261326543,q214,Bath & Body Works Inc,0.0000,370349506,q214,0.0,102.5970,"$5,000K",103.0150,BA2/BB+ (MOODY/SP)
$100K,29194502,4.138%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,Z,"May 15, 2028","May 18, 1998",C104.088,APC,5.446%,,1761261291734,q215,Union Pacific Resources Group Inc,,29194502,q215,,104.013,$25K,107.238,BAA3/BB+ (MOODY/SP)
"$5,000K",29160231,94.131%,Retail,BOND,Retail-Catalog Shopping,R,"Feb 01, 2030","Jun 08, 2000",11.0100,LINTA,105.225%,99.461%,1761261291224,q216,Liberty Media LLC,0.0000,29160231,q216,0.0,10.1360,"$5,000K",11.9760,C/CC (MOODY/SP)
"$5,000K",100309186,7.078%,Retail,BOND,Retail-Regnl Dept Store,R,"Jan 15, 2042","Jan 13, 2012",81.1220,M,7.209%,7.102%,1761261291224,q217,Macy's Retail Holdings LLC,0.0000,100309186,q217,0.0,80.2460,"$5,000K",81.3250,BA2/BB+ (MOODY/SP)
$200K,64944467,6.710%,Diversified Finan Serv,BOND,Finance-Consumer Loans,Z,"Sep 15, 2029","Sep 10, 2004",93.173,NAVI,7.950%,7.816%,1761261291734,q218,Navient Corp,0.000,64944467,q218,0.0,92.750,$68K,96.750,BA3/BB- (MOODY/SP)
"$5,000K",515803510,7.557%,Diversified Finan Serv,BOND,Finance-Other Services,R,"Oct 01, 2029","Sep 22, 2021",C91.4690,PRAA,7.733%,,1761261291734,q219,PRA Group Inc,,515803510,q219,,90.8880,"$5,000K",91.4440,BA3/BB (MOODY/SP)
"$5,000K",404640692,4.391%,Mining,BOND,Metal-Copper,R,"Mar 01, 2030","Mar 04, 2020",99.3154,FCX,4.512%,4.423%,1761261326543,q220,Freeport-McMoRan Inc,0.0000,404640692,q220,0.0,98.9710,"$5,000K",99.4420,BAA2/BBB- (MOODY/SP)
"$5,000K",306416217,6.981%,REITS,BOND,REITS-Health Care,R,"Feb 15, 2028","Feb 12, 2018",95.1260,DHC,7.230%,7.071%,1761261291734,q221,Diversified Healthcare Trust,0.0000,306416217,q221,0.0,94.8210,"$5,000K",95.3240,CAA2/B- (MOODY/SP)
$200K,551633310,6.700%,Oil&Gas,BOND,Oil Comp-Integrated,Z,"Feb 16, 2032","Mar 25, 2022",99.8600,PEMEX,6.774%,6.725%,1761261291734,q222,Petroleos Mexicanos,+0.0130,551633310,q222,0.01,99.6100,$200K,99.9870,B1/BBB (MOODY/SP)
"$5,000K",29180580,5.838%,Telecommunications,BOND,Telecom Services,R,"Dec 01, 2028","Nov 30, 1998",99.109,CBB,6.922%,6.619%,1761261291734,q223,Cincinnati Bell Telephone Co LLC,0.000,29180580,q223,0.0,98.285,"$5,000K",101.284,B2/B- (MOODY/SP)
"$5,000K",611531944,6.063%,Diversified Finan Serv,BOND,Finance-Credit Card,R,"Feb 02, 2033","Feb 02, 2023",106.2510,SYF,6.180%,6.140%,1761261329046,q224,Synchrony Financial,0.0000,611531944,q224,0.0,106.0100,"$5,000K",106.6940,BB+ (SP)
"$5,000K",309689449,4.104%,Pharmaceuticals,BOND,Pharmacy Services,R,"Mar 25, 2028","Mar 09, 2018",100.3459,CVS,4.134%,4.133%,1761261291734,q225,CVS Health Corp,0.0000,309689449,q225,0.0,100.3420,"$5,000K",100.4030,BAA3/BBB (MOODY/SP)
"$5,000K",257916545,4.457%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Dec 08, 2026","Dec 08, 2016",99.7340,F,4.814%,4.588%,1761261291224,q226,Ford Motor Co,0.0000,257916545,q226,0.0,99.4940,"$5,000K",99.8760,BA1/BBB- (MOODY/SP)
$200K,29185591,7.052%,Diversified Finan Serv,BOND,Finance-Consumer Loans,Z,"Mar 15, 2029","Feb 20, 2004",93.910,NAVI,7.883%,7.826%,1761261291734,q227,Navient Corp,0.000,29185591,q227,0.0,93.750,$46K,96.125,BA3/BB- (MOODY/SP)
"$5,000K",68663300,5.150%,Electric,BOND,Electric-Integrated,R,"Oct 01, 2039","Sep 23, 2009",110.8340,CEG,5.220%,5.150%,1761261291734,q228,Exelon Generation Co LLC,0.0000,68663300,q228,0.0,110.0960,"$5,000K",110.8380,BAA1/BBB+ (MOODY/SP)
"$5,000K",29136707,7.216%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"May 15, 2097","May 13, 1997",105.8250,F,7.436%,7.273%,1761261291224,q229,Ford Motor Co,0.0000,29136707,q229,0.0,103.5240,"$5,000K",106.6630,BA1/BBB- (MOODY/SP)
"$5,000K",29179769,5.280%,Auto Parts&Equipment,BOND,Rubber-Tires,R,"Mar 15, 2028","Mar 16, 1998",103.2980,GT,5.868%,5.506%,1761261326543,q230,Goodyear Tire & Rubber Co/The,0.0000,29179769,q230,0.0,102.4750,"$5,000K",103.7970,B3/B+ (MOODY/SP)
"$5,000K",428547653,5.389%,Electric,BOND,Electric-Integrated,R,"Jul 01, 2030","Jun 23, 2020",99.2500,PCG,5.454%,5.431%,1761261291224,q231,PG&E Corp,0.0000,428547653,q231,0.0,99.1610,"$5,000K",99.4240,BA2/BB (MOODY/SP)
"$5,000K",464060070,4.131%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Jan 10, 2031","Jan 11, 2021",88.3730,TOYOTA,4.179%,4.154%,1761261290711,q232,Toyota Motor Credit Corp,0.0000,464060070,q232,0.0,88.2790,"$5,000K",88.4910,A1/A+ (MOODY/SP)
"$5,000K",278522596,4.253%,Telecommunications,BOND,Networking Products,R,"Jun 12, 2027","Jun 12, 2017",99.9800,NOKIA,4.505%,4.385%,1761261291733,q233,Nokia Oyj,0.0000,278522596,q233,0.0,99.7930,"$5,000K",100.1860,BA1/BBB- (MOODY/SP)
"$5,000K",47648816,6.959%,Retail,BOND,Retail-Major Dept Store,R,"Jan 15, 2038","Dec 03, 2007",98.8330,JWN,7.350%,7.143%,1761261291223,q234,Nordstrom Inc,0.0000,47648816,q234,0.0,97.1920,"$5,000K",100.3150,BA2/BB+ (MOODY/SP)
$425K,128533805,4.746%,,BOND,,Z,"Apr 01, 2029","Mar 31, 1999",114.2805,PA,4.883%,,1761261291733,q235,Panama Government International Bond,+0.1075,128533805,q235,0.09,114.0470,$550K,114.5140,BAA3/BBB- (MOODY/SP)
"$5,000K",107403699,4.028%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,R,"May 15, 2032","May 24, 2012",99.125,GE,4.690%,4.304%,1761261291733,q236,General Electric Co,0.000,107403699,q236,0.0,96.984,"$5,000K",100.694,A3/A- (MOODY/SP)
"$5,000K",545013339,0.000%,Banks,BOND,Diversified Banking Inst,R,"Feb 24, 2028","Feb 24, 2022",100.8181,JPM,0.000%,,1761261291733,q237,JPMorgan Chase & Co,0.0000,545013339,q237,0.0,100.6690,"$5,000K",100.9050,A1/A (MOODY/SP)
"$5,000K",296544511,0.130%,Banks,BOND,Commer Banks Non-US,Z,"Nov 24, 2027","Nov 24, 2017",C99.799,BACR,0.365%,,1761261291733,q238,Barclays Bank PLC,,296544511,q238,,99.596,"$5,000K",100.083,A1/A+ (MOODY/SP)
"$5,000K",116430449,5.995%,Agriculture,BOND,Tobacco,R,"Nov 01, 2042","Oct 31, 2012",85.2277,BATSLN,6.364%,6.163%,1761261291223,q239,Reynolds American Inc,0.0000,116430449,q239,0.0,83.3750,"$5,000K",86.8370,BAA1/BBB+ (MOODY/SP)
$250K,625255140,4.536%,Building Materials,BOND,Bldg Prod-Cement/Aggreg,Z,"May 01, 2031","Apr 25, 2023",C105.1740,KNIRIV,6.421%,,1761261291733,q240,Knife River Corp,,625255140,q240,,104.3750,$250K,105.3750,BA2/BB (MOODY/SP)
"$5,000K",374639468,4.147%,Iron/Steel,BOND,Steel-Producers,R,"Jul 16, 2029","Jul 16, 2019",100.2580,MTNA,4.212%,4.173%,1761261291223,q241,ArcelorMittal SA,0.0000,374639468,q241,0.0,100.1230,"$5,000K",100.3470,BAA3/BBB (MOODY/SP)
"$5,000K",389715603,3.952%,Healthcare-Products,BOND,Diagnostic Equipment,R,"Nov 15, 2029","Nov 07, 2019",94.8850,DHR,4.008%,3.977%,1761261291223,q242,DH Europe Finance II Sarl,0.0000,389715603,q242,0.0,94.7840,"$5,000K",94.9840,A3/A- (MOODY/SP)
$400K,275414722,1.067%,,BOND,,Z,"May 15, 2047","May 15, 2017",79.0225,PA,1.154%,,1761261291733,q243,Panama Government International Bond,+0.4085,275414722,q243,0.52,78.2850,$575K,79.7600,BAA3/BBB- (MOODY/SP)
"$5,000K",90414522,5.672%,Mining,BOND,Metal-Diversified,R,"Jul 15, 2041","Jul 05, 2011",105.0020,TCKBCN,5.848%,5.751%,1761261291733,q244,Teck Resources Ltd,0.0000,90414522,q244,0.0,104.0060,"$5,000K",105.8270,BAA3/BBB- (MOODY/SP)
"$5,000K",299247155,4.904%,Building Materials,BOND,Bldg&Construct Prod-Misc,R,"Jan 15, 2028","Dec 18, 2017",C99.3430,BMCAUS,5.132%,,1761261291733,q245,Building Materials Corp of America,,299247155,q245,,99.2010,"$5,000K",99.6730,BA3/BB+ (MOODY/SP)
"$5,000K",127415487,1.410%,Commercial Services,BOND,Public Thoroughfares,Z,"Oct 25, 2027","Oct 03, 2012",C96.9940,ENANOR,2.644%,,1761261291733,q246,ENA Norte Trust,,127415487,q246,,94.8720,"$5,000K",97.2340,BA1/CCC+ (MOODY/SP)
"$5,000K",112708795,11.716%,Forest Products&Paper,BOND,Paper&Related Products,R,"Sep 01, 2042","Aug 23, 2012",C55.5420,UFS,13.708%,,1761261326042,q247,Domtar Corp,,112708795,q247,,51.4020,"$5,000K",60.1790,B3/B- (MOODY/SP)
"$5,000K",152448430,8.300%,Oil&Gas,BOND,Oil Comp-Integrated,R,"May 28, 2045","May 28, 2014",76.2230,ECOPET,8.347%,8.362%,1761261291223,q248,Ecopetrol SA,0.0000,152448430,q248,0.0,76.3500,"$5,000K",76.7180,BA1/BB (MOODY/SP)
"$5,000K",335809609,5.969%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Nov 01, 2028","Oct 16, 2018",C100.0020,HILCRP,6.277%,,1761261291733,q249,Hilcorp Energy I LP/Hilcorp Finance Co,,335809609,q249,,99.9250,"$5,000K",100.2700,BA2/BB+ (MOODY/SP)
"$5,000K",345273413,5.663%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Jan 23, 2029","Dec 18, 2018",101.470,PEMEX,5.948%,5.991%,1761261291223,q250,Petroleos Mexicanos,0.000,345273413,q250,0.0,101.593,"$5,000K",102.434,B1/BBB (MOODY/SP)
$250K,103240184,3.798%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Mar 15, 2027","Mar 01, 2012",C99.858,GE,4.171%,,1761261291733,q251,General Electric Co,,103240184,q251,,99.834,$4K,100.335,A3/A- (MOODY/SP)
"$5,000K",44500846,6.069%,Iron/Steel,BOND,Steel-Producers,R,"Jun 01, 2037","May 21, 2007",104.5950,X,6.207%,6.091%,1761261291223,q252,United States Steel Corp,0.0000,44500846,q252,0.0,103.6200,"$5,000K",104.7800,BA3/BB+ (MOODY/SP)
"$5,000K",532171390,5.481%,Retail,BOND,Retail-Pawn Shops,R,"Jan 01, 2030","Dec 13, 2021",C99.9100,FCFS,5.670%,,1761261326041,q253,FirstCash Inc,,532171390,q253,,99.8270,"$5,000K",100.1540,BA2/BB (MOODY/SP)
$500K,84651406,4.214%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Mar 15, 2032","Mar 03, 2011",C103.348,GE,4.636%,,1761261291733,q254,General Electric Co,,84651406,q254,,103.358,$24K,105.750,A3/A- (MOODY/SP)
$500K,147746603,,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Apr 15, 2030","Apr 10, 2014",98.884,GE,4.193%,4.402%,1761261291733,q255,General Electric Co,0.000,147746603,q255,0.0,99.723,,,A3/A- (MOODY/SP)
"$5,000K",404640682,4.205%,Oil&Gas Services,BOND,Oil-Field Services,R,"Mar 01, 2030","Mar 03, 2020",94.8850,HAL,4.264%,4.218%,1761261291224,q256,Halliburton Co,0.0000,404640682,q256,0.0,94.7190,"$5,000K",94.9420,A3/BBB+ (MOODY/SP)
$200K,139129418,7.322%,Investment Companies,BOND,Investment Companies,Z,"Nov 15, 2038","Nov 29, 2013",C90.042,PSEC,7.992%,,1761261291733,q257,Prospect Capital Corp,,139129418,q257,,88.036,$24K,93.160,BB+ (SP)
$250K,108675499,4.183%,Aerospace/Defense,BOND,Aerospace/Defense-Equip,Z,"Jun 15, 2032","Jun 21, 2012",C97.982,GE,4.487%,,1761261291733,q258,General Electric Co,,108675499,q258,,97.508,$15K,99.229,A3/A- (MOODY/SP)
$250K,608672966,4.840%,Pipelines,BOND,Pipelines,Z,"Feb 01, 2031","Jan 19, 2023",C104.4570,ET,4.930%,,1761261291733,q259,Energy Transfer LP,,608672966,q259,,104.2680,$250K,104.2930,BAA2/BBB (MOODY/SP)
"$5,000K",29198794,6.543%,Telecommunications,BOND,Telecom Services,R,"May 01, 2030","May 09, 1990",99.750,CTL,8.129%,7.441%,1761261291223,q260,Qwest Corp,0.000,29198794,q260,0.0,97.198,"$5,000K",103.202,CAA2/B (MOODY/SP)
"$5,000K",29106934,4.178%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Dec 15, 2029","Dec 13, 1999",111.725,APA,5.357%,4.606%,1761261291733,q261,Apache Corp,0.000,29106934,q261,0.0,108.757,"$5,000K",113.422,BAA3/BBB- (MOODY/SP)
"$5,000K",280216270,3.836%,Food,BOND,Food-Wholesale/Distrib,R,"Jul 15, 2027","Jun 22, 2017",98.8800,SYY,3.999%,3.925%,1761261291733,q262,Sysco Corp,0.0000,280216270,q262,0.0,98.7660,"$5,000K",99.0310,BAA1/BBB (MOODY/SP)
,360384789,10.721%,Retail,BOND,Retail-Office Supplies,Z,"Apr 15, 2027","Apr 16, 2019",C97.500,SPLS,,,1761261291733,q263,Staples Inc,,360384789,q263,,,$10K,100.000,CAA2/CCC (MOODY/SP)
,493504536,14.581%,Advertising,BOND,Advertising Services,Z,"Jul 15, 2029","May 28, 2021",C57.638,NLSN,,,1761261291733,q264,Nielsen Finance LLC / Nielsen Finance Co,,493504536,q264,,,$5K,71.771,WR/NR (MOODY/SP)
"$5,000K",276029791,6.483%,Telecommunications,BOND,Satellite Telecom,R,"Aug 01, 2026","May 11, 2017",98.7140,SATS,8.123%,6.980%,1761261291223,q265,EH Holding Corp,0.0000,276029791,q265,0.0,97.9080,"$5,000K",99.0880,CAA1/B (MOODY/SP)
$475K,128534420,,,BOND,,Z,"Jan 26, 2036","Jan 26, 2006",106.1415,PA,,,1761261291733,q266,Panama Government International Bond,-0.1145,128534420,q266,-0.11,105.6600,$525K,106.6230,BAA3/BBB- (MOODY/SP)
"$5,000K",292828761,7.221%,REITS,BOND,REITS-Hotels,R,"Jan 15, 2028","Oct 26, 2017",93.1400,SVC,7.514%,7.344%,1761261291223,q267,Service Properties Trust,0.0000,292828761,q267,0.0,92.8370,"$5,000K",93.4010,CAA2/CCC+ (MOODY/SP)
$450K,446961630,5.512%,,BOND,,Z,"Sep 29, 2032","Sep 29, 2020",81.1680,PA,5.615%,,1761261291733,q268,Panama Government International Bond,-0.1340,446961630,q268,-0.16,80.9100,$625K,81.4260,BAA3/BBB- (MOODY/SP)
"$5,000K",356362220,4.151%,Iron/Steel,BOND,Steel-Producers,R,"Mar 11, 2026","Mar 11, 2019",99.8580,MTNA,4.789%,4.904%,1761261326543,q269,ArcelorMittal SA,0.0000,356362220,q269,0.0,99.9020,"$5,000K",100.1380,BAA3/BBB (MOODY/SP)
"$5,000K",363630414,5.841%,Auto Parts&Equipment,BOND,Auto/Trk Prts&Equip-Orig,R,"May 15, 2049","May 01, 2019",91.9870,LEA,5.905%,5.883%,1761261291223,q270,Lear Corp,0.0000,363630414,q270,0.0,91.7270,"$5,000K",92.4910,BAA2/BBB (MOODY/SP)
"$5,000K",317276553,4.646%,Pharmaceuticals,BOND,Medical-Drugs,R,"Mar 01, 2028","May 17, 2018",103.9695,TEVA,4.922%,4.745%,1761261290712,q271,Teva Pharmaceutical Finance Netherlands III BV,0.0000,317276553,q271,0.0,103.5960,"$5,000K",104.1530,BA1/BB (MOODY/SP)
"$5,000K",387238550,1.379%,Investment Companies,BOND,Investment Companies,R,"May 15, 2026","Oct 21, 2019",100.2700,IEP,6.645%,5.743%,1761261290711,q272,Icahn Enterprises LP / Icahn Enterprises Finance Corp,0.0000,387238550,q272,0.0,99.7860,"$5,000K",100.3360,B1/BB- (MOODY/SP)
"$5,000K",607586223,7.320%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Jan 13, 2033","Jan 13, 2023",109.5000,ECOPET,7.373%,7.121%,1761261291223,q273,Ecopetrol SA,0.0000,607586223,q273,0.0,108.0590,"$5,000K",108.3580,BA1/BB (MOODY/SP)
"$5,000K",391503894,-1.954%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Dec 01, 2027","Nov 27, 2019",98.800,MUR,6.401%,6.491%,1761261291223,q274,Murphy Oil Corp,0.000,391503894,q274,0.0,98.976,"$5,000K",100.811,BA2/BB+ (MOODY/SP)
"$5,000K",332939300,4.370%,Diversified Finan Serv,BOND,Finance-Leasing Compan,R,"Oct 01, 2028","Sep 17, 2018",100.5090,AL,4.456%,4.423%,1761261291733,q275,Air Lease Corp,0.0000,332939300,q275,0.0,100.4240,"$5,000K",100.6410,BBB (SP)
"$5,000K",29136366,3.900%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Aug 01, 2026","Aug 09, 1996",C102.0180,F,4.657%,,1761261291224,q276,Ford Motor Co,,29136366,q276,,102.0920,"$5,000K",102.6650,BA1/BBB- (MOODY/SP)
"$5,000K",420348356,4.083%,Aerospace/Defense,BOND,Aerospace/Defense,R,"May 01, 2027","May 04, 2020",101.1940,BA,4.179%,4.127%,1761261290712,q277,Boeing Co/The,0.0000,420348356,q277,0.0,101.1190,"$5,000K",101.2450,BAA3/BBB- (MOODY/SP)
"$5,000K",44260286,7.237%,Retail,BOND,Retail-Regnl Dept Store,R,"Mar 15, 2037","Mar 12, 2007",89.8240,M,7.375%,7.734%,1761261326543,q278,Macy's Retail Holdings LLC,0.0000,44260286,q278,0.0,92.3790,"$5,000K",93.3810,BA2/BB+ (MOODY/SP)
"$5,000K",438279545,36.194%,Office/Business Equip,BOND,Office Automation&Equip,R,"Aug 15, 2028","Aug 06, 2020",48.5000,XRX,36.372%,,1761261291224,q279,Xerox Holdings Corp,0.0000,438279545,q279,0.0,48.3650,"$5,000K",48.5510,B3/CCC+ (MOODY/SP)
"$5,000K",371702152,-24.212%,Media,BOND,Broadcast Serv/Program,R,"Jul 15, 2027","Jul 03, 2019",C99.9800,NXST,5.971%,,1761261291734,q280,Nexstar Finance Inc,,371702152,q280,,99.4330,"$5,000K",100.6750,B2/BB+ (MOODY/SP)
"$5,000K",590335843,0.296%,Oil&Gas Services,BOND,Oil-Field Services,R,"Oct 15, 2027","Oct 12, 2022",C102.8000,EFXCN,6.590%,,1761261290712,q281,Enerflex Ltd,,590335843,q281,,102.2170,"$5,000K",102.8300,B1/BB+ (MOODY/SP)
"$5,000K",449701413,12.176%,Media,BOND,Television,R,"Oct 15, 2030","Oct 19, 2020",C72.1610,GTN,12.680%,,1761261326042,q282,Gray Media Inc,,449701413,q282,,71.4170,"$5,000K",72.9160,CAA1/CCC (MOODY/SP)
"$5,000K",265713230,3.481%,Oil&Gas,BOND,Oil Comp-Integrated,R,"Apr 14, 2027","Feb 14, 2017",C98.9820,BPLN,4.567%,,1761261291733,q283,BP CAPITAL MARKETS PLC,,265713230,q283,,98.6270,"$5,000K",100.1290,A- (SP)
"$5,000K",505097882,4.364%,Biotechnology,BOND,Medical-Biomedical/Gene,R,"Sep 02, 2030","Aug 03, 2021",90.5950,RPRX,4.424%,4.370%,1761261290712,q284,Royalty Pharma PLC,0.0000,505097882,q284,0.0,90.3900,"$5,000K",90.6340,BAA2/BBB- (MOODY/SP)
"$5,000K",519080227,11.979%,Forest Products&Paper,BOND,Paper&Related Products,R,"Oct 01, 2028","Oct 18, 2021",85.7460,UFS,13.688%,,1761261290712,q285,Domtar Corp,0.0000,519080227,q285,0.0,83.6990,"$5,000K",87.3880,B1/B (MOODY/SP)
,465309285,,Agriculture,BOND,Tobacco,Z,"Feb 01, 2029","Jan 28, 2021",C102.686,VGR,,,1761261294742,q286,Vector Group Ltd,,465309285,q286,,,,,WR/NR (MOODY/SP)
"$5,000K",29136807,4.433%,Auto Manufacturers,BOND,Auto-Cars/Light Trucks,R,"Feb 15, 2028","Feb 23, 1998",104.1030,F,5.286%,4.724%,1761261290712,q287,Ford Motor Co,0.0000,29136807,q287,0.0,102.8550,"$5,000K",104.7350,BA1/BBB- (MOODY/SP)
"$5,000K",117890438,7.351%,Oil&Gas,BOND,Oil Comp-Explor&Prodtn,R,"Dec 01, 2042","Nov 30, 2012",87.4777,MUR,7.445%,7.155%,1761261291224,q288,Murphy Oil Corp,0.0000,117890438,q288,0.0,84.9510,"$5,000K",85.7570,BA2/BB+ (MOODY/SP)
$450K,687027866,6.655%,,BOND,,Z,"Mar 01, 2057","Feb 29, 2024",115.2170,PA,6.747%,,1761261291733,q289,Panama Government International Bond,+0.0640,687027866,q289,0.06,114.5520,$550K,115.8820,BAA3/BBB- (MOODY/SP)
"$5,000K",64888165,5.367%,Aerospace/Defense,BOND,Aerospace/Defense,R,"Feb 15, 2040","Jul 28, 2009",104.2520,BA,5.501%,5.442%,1761261291733,q290,Boeing Co/The,0.0000,64888165,q290,0.0,103.6600,"$5,000K",105.0230,BAA3/BBB- (MOODY/SP)
"$5,000K",444515639,5.270%,Pipelines,BOND,Pipelines,R,"Oct 01, 2030","Sep 14, 2020",104.6620,NSUS,5.359%,5.184%,1761261291733,q291,NuStar Logistics LP,0.0000,444515639,q291,0.0,103.9530,"$5,000K",104.3090,BA1/NR (MOODY/SP)
"$5,000K",491461015,8.272%,Banks,BOND,Commer Banks Non-US,R,"May 19, 2026","May 19, 2021",99.0510,INVTLA,9.950%,,1761261332050,q292,Inversiones Atlantida SA,0.0000,491461015,q292,0.0,98.6850,"$5,000K",99.5770,B (SP)
"$5,000K",218578097,4.117%,Banks,BOND,Diversified Banking Inst,R,"Jan 13, 2026","Jan 13, 2016",99.8950,DB,4.613%,4.531%,1761261326042,q293,Deutsche Bank AG,0.0000,218578097,q293,0.0,99.8810,"$5,000K",99.9860,BAA1/BBB (MOODY/SP)
