ClientAccountID,AccountAlias,Model,CurrencyPrimary,FXRateToBase,AssetClass,Fee Type,ExpenseIndicator,Revenue,Expense,Net,RevenueInBase,ExpenseInBase,NetInBase,Date,Description,TradeID,LevelOfDetail,ExecID,SettleDate,Buy/Sell,Quantity,TradePrice,Proceeds,Exchange,Symbol,UnderlyingSymbol,Multiplier,Expiration,Strike,Put/Call,SecurityID,UnderlyingSecurityID,file_name
U2715494,,,USD,1,,Commissions,Default,40,-3,37,40,-3,37,09/05/2024;12:56:26,Commission,6650162159,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/05/2024;12:59:32,Commission,6650179488,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/06/2024;10:51:03,Commission,6654395405,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/06/2024;12:55:29,Commission,6655838161,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/06/2024;12:56:04,Commission,6655843021,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,276.05,-21.05,255,276.05,-21.05,255,09/10/2024;12:08:43,Commission,6664551693,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,176.05,-16.05,160,176.05,-16.05,160,09/10/2024;12:11:22,Commission,6664573607,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,58.05,-13.05,45,58.05,-13.05,45,09/10/2024;12:48:02,Commission,6664817818,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,151.05,-12.3,138.75,151.05,-12.3,138.75,09/10/2024;13:07:24,Commission,6664905161,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/11/2024;08:49:15,Commission,6666633697,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,175,-15,160,175,-15,160,09/11/2024;13:44:26,Commission,6669504542,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,175,-15,160,175,-15,160,09/11/2024;13:44:47,Commission,6669507653,DETAIL,,,,,,,,,,,,,,,,732383
U2715494,,,USD,1,,Commissions,Default,175,-15,160,175,-15,160,09/11/2024;14:03:24,Commission,6669660999,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,,,USD,,,Commissions,Default,190,-23,167,190,-23,167,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2764271,,,USD,1,,Commissions,Default,75,-10,65,75,-10,65,09/05/2024;12:26:59,Commission,6649939620,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/05/2024;12:27:35,Commission,6649943226,DETAIL,,,,,,,,,,,,,,,,732383
U2764271,,,USD,1,,Commissions,Default,65,-8,57,65,-8,57,09/05/2024;12:28:14,Commission,6649951333,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,,,Commissions,Default,312.468644166,-51.560120193,260.908523973,312.468644166,-51.560120193,260.908523973,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-2.262863405,7.737136595,10,-2.262863405,7.737136595,09/03/2024;09:31:00,Commission,6637080931,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1,9,10,-1,9,09/04/2024;10:30:34,Commission,6643832722,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,1.684940055,-0.289940055,1.395,1.684940055,-0.289940055,1.395,09/05/2024;09:30:07,Commission,6647787388,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,11.2329337,-1.5924192,9.6405145,11.2329337,-1.5924192,9.6405145,09/05/2024;09:30:07,Commission,6647755494,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,2.808233425,-0.3981048,2.410128625,2.808233425,-0.3981048,2.410128625,09/05/2024;09:30:07,Commission,6647785566,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,22.4658674,-3.831904587,18.633962813,22.4658674,-3.831904587,18.633962813,09/05/2024;09:30:07,Commission,6647786285,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,5.61646685,-0.96646685,4.65,5.61646685,-0.96646685,4.65,09/05/2024;09:30:07,Commission,6647788848,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,5.61646685,-0.96646685,4.65,5.61646685,-0.96646685,4.65,09/05/2024;09:30:07,Commission,6647788962,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,1.12329337,-0.19329337,0.93,1.12329337,-0.19329337,0.93,09/05/2024;09:30:07,Commission,6647790431,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,6.645589123,-0.98449581,5.661093313,6.645589123,-0.98449581,5.661093313,09/05/2024;09:30:07,Commission,6647715958,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10.63294482,-1.59243032,9.0405145,10.63294482,-1.59243032,9.0405145,09/05/2024;09:30:07,Commission,6647718304,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0.056164669,-0.007962096,0.048202573,0.056164669,-0.007962096,0.048202573,09/05/2024;09:30:07,Commission,6647724467,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0.168494006,-0.023886288,0.144607718,0.168494006,-0.023886288,0.144607718,09/05/2024;09:30:07,Commission,6647726132,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,5.61646685,-0.7962096,4.82025725,5.61646685,-0.7962096,4.82025725,09/05/2024;09:30:07,Commission,6647726185,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,5.391808176,-0.764361216,4.62744696,5.391808176,-0.764361216,4.62744696,09/05/2024;09:30:07,Commission,6647726359,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,15.94940889,-2.38863714,13.56077175,15.94940889,-2.38863714,13.56077175,09/05/2024;09:30:07,Commission,6647739411,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1.296213214,8.703786786,10,-1.296213214,8.703786786,09/05/2024;09:30:07,Commission,6647698623,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,6.349404164,-1.10319095,5.246213214,6.349404164,-1.10319095,5.246213214,09/05/2024;09:30:07,Commission,6647698654,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,101.731084313,-10.195875,91.535209313,101.731084313,-10.195875,91.535209313,09/06/2024;10:55:46,Commission,6654478541,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1.007176,8.992824,10,-1.007176,8.992824,09/10/2024;13:30:01,Commission,6665028402,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1.004836,8.995164,10,-1.004836,8.995164,09/11/2024;13:06:39,Commission,6669256055,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0,-0.251514485,-0.251514485,0,-0.251514485,-0.251514485,09/11/2024;13:06:40,Commission,6669255918,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1.569795451,8.430204549,10,-1.569795451,8.430204549,09/12/2024;09:30:01,Commission,6671686662,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0,-1.678285007,-1.678285007,0,-1.678285007,-1.678285007,09/12/2024;09:30:03,Commission,6671674499,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,10,-1.3008286,8.6991714,10,-1.3008286,8.6991714,09/12/2024;09:30:03,Commission,6671673131,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,5.585381999,-2.162216847,3.423165152,5.585381999,-2.162216847,3.423165152,09/12/2024;09:30:03,Commission,6671676081,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,2.52108585,-0.8008286,1.72025725,2.52108585,-0.8008286,1.72025725,09/12/2024;09:30:03,Commission,6671676154,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,4.6421995,-1.601685,3.0405145,4.6421995,-1.601685,3.0405145,09/12/2024;09:30:03,Commission,6671678476,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,2.227946602,-0.68072794,1.547218662,2.227946602,-0.68072794,1.547218662,09/12/2024;09:30:03,Commission,6671745103,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0.681482321,-0.208215436,0.473266885,0.681482321,-0.208215436,0.473266885,09/12/2024;09:30:03,Commission,6671745372,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,3.407447745,-1.113256588,2.294191157,3.407447745,-1.113256588,2.294191157,09/12/2024;09:30:03,Commission,6671745735,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,2.62108585,-0.97108585,1.65,2.62108585,-0.97108585,1.65,09/12/2024;09:30:03,Commission,6671746480,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,1.965835238,-0.728335238,1.2375,1.965835238,-0.728335238,1.2375,09/12/2024;09:30:03,Commission,6671747320,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,2.62109975,-0.97109975,1.65,2.62109975,-0.97109975,1.65,09/12/2024;09:30:03,Commission,6671747742,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,4.665532813,-1.728532813,2.937,4.665532813,-1.728532813,2.937,09/12/2024;09:30:03,Commission,6671747947,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,7.86334095,-2.91334095,4.95,7.86334095,-2.91334095,4.95,09/12/2024;09:30:03,Commission,6671748277,DETAIL,,,,,,,,,,,,,,,,732383
U2877774,,,USD,1,,Commissions,Default,0.576638887,-0.213638887,0.363,0.576638887,-0.213638887,0.363,09/12/2024;09:30:03,Commission,6671750802,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,,,Commissions,Default,900,-82.5,817.5,900,-82.5,817.5,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,75,-10,65,75,-10,65,09/03/2024;13:27:23,Commission,6640307939,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,100,-5,95,100,-5,95,09/03/2024;13:27:52,Commission,6640307978,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,100,-5,95,100,-5,95,09/03/2024;13:27:56,Commission,6640307988,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,30,-2,28,30,-2,28,09/04/2024;10:59:49,Commission,6644181349,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,150,-13.75,136.25,150,-13.75,136.25,09/04/2024;11:07:31,Commission,6644275337,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,150,-13.75,136.25,150,-13.75,136.25,09/04/2024;11:09:46,Commission,6644303605,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,150,-13.75,136.25,150,-13.75,136.25,09/04/2024;11:11:20,Commission,6644320169,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,55,-8.5,46.5,55,-8.5,46.5,09/04/2024;12:28:41,Commission,6644888923,DETAIL,,,,,,,,,,,,,,,,732383
U2896919,,,USD,1,,Commissions,Default,90,-10.75,79.25,90,-10.75,79.25,09/06/2024;11:57:26,Commission,6655244790,DETAIL,,,,,,,,,,,,,,,,732383
U3036531,,,USD,,,Commissions,Default,131.05,-17.05,114,131.05,-17.05,114,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3036531,,,USD,1,,Commissions,Default,66.05,-9.05,57,66.05,-9.05,57,09/12/2024;12:51:51,Commission,6674044804,DETAIL,,,,,,,,,,,,,,,,732383
U3036531,,,USD,1,,Commissions,Default,65,-8,57,65,-8,57,09/12/2024;13:54:32,Commission,6674477697,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,,,Commissions,Default,603.15,-70.65,532.5,603.15,-70.65,532.5,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,101.05,-12.3,88.75,101.05,-12.3,88.75,09/04/2024;12:27:50,Commission,6644879738,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,125,-12.5,112.5,125,-12.5,112.5,09/06/2024;11:27:38,Commission,6654932357,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,101.05,-12.3,88.75,101.05,-12.3,88.75,09/06/2024;12:21:29,Commission,6655471767,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,75,-10,65,75,-10,65,09/06/2024;12:27:33,Commission,6655547365,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,101.05,-12.3,88.75,101.05,-12.3,88.75,09/06/2024;12:29:36,Commission,6655565718,DETAIL,,,,,,,,,,,,,,,,732383
U3054875,,,USD,1,,Commissions,Default,100,-11.25,88.75,100,-11.25,88.75,09/06/2024;12:36:48,Commission,6655673059,DETAIL,,,,,,,,,,,,,,,,732383
U3207438,,,USD,,,Commissions,Default,171.05,-31.55,139.5,171.05,-31.55,139.5,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3207438,,,USD,1,,Commissions,Default,86.05,-21.05,65,86.05,-21.05,65,09/09/2024;14:08:06,Commission,6661214850,DETAIL,,,,,,,,,,,,,,,,732383
U3207438,,,USD,1,,Commissions,Default,85,-10.5,74.5,85,-10.5,74.5,09/10/2024;12:43:21,Commission,6664796680,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,,,USD,,,Commissions,Default,176.10152,-27.2,148.90152,176.10152,-27.2,148.90152,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3224238,,,USD,1,,Commissions,Default,66.05,-13.05,53,66.05,-13.05,53,09/03/2024;11:55:13,Commission,6639640082,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,,,USD,1,,Commissions,Default,15.12112,-2.05,13.07112,15.12112,-2.05,13.07112,09/03/2024;12:01:57,Commission,6639691484,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,,,USD,1,,Commissions,Default,47.5096,-6.05,41.4596,47.5096,-6.05,41.4596,09/03/2024;12:16:01,Commission,6639812315,DETAIL,,,,,,,,,,,,,,,,732383
U3224238,,,USD,1,,Commissions,Default,47.4208,-6.05,41.3708,47.4208,-6.05,41.3708,09/03/2024;12:17:09,Commission,6639821635,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,,,USD,,,Commissions,Default,165,-18,147,165,-18,147,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3429533,,,USD,1,,Commissions,Default,55,-6,49,55,-6,49,09/05/2024;13:47:41,Commission,6650421866,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,,,USD,1,,Commissions,Default,55,-6,49,55,-6,49,09/05/2024;13:48:42,Commission,6650415529,DETAIL,,,,,,,,,,,,,,,,732383
U3429533,,,USD,1,,Commissions,Default,55,-6,49,55,-6,49,09/05/2024;20:26:00,Commission,6652050912,DETAIL,,,,,,,,,,,,,,,,732383
U3539586,,,USD,,,Commissions,Default,66.05,-9.05,57,66.05,-9.05,57,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U3539586,,,USD,1,,Commissions,Default,66.05,-9.05,57,66.05,-9.05,57,09/04/2024;12:31:40,Commission,6644917234,DETAIL,,,,,,,,,,,,,,,,732383
U4346345,,,USD,,,Commissions,Default,65,-8,57,65,-8,57,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U4346345,,,USD,1,,Commissions,Default,65,-8,57,65,-8,57,09/05/2024;10:43:01,Commission,6648991332,DETAIL,,,,,,,,,,,,,,,,732383
U5498383,,,USD,,,Commissions,Default,102.60780536,-4.10917636,98.498629,102.60780536,-4.10917636,98.498629,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U5498383,,,USD,1,,Commissions,Default,25.396888185,-1.025630935,24.37125725,25.396888185,-1.025630935,24.37125725,09/06/2024;15:35:10,Commission,6656825897,DETAIL,,,,,,,,,,,,,,,,732383
U5498383,,,USD,1,,Commissions,Default,0.396630935,-0.025630935,0.371,0.396630935,-0.025630935,0.371,09/06/2024;15:35:10,Commission,6656825917,DETAIL,,,,,,,,,,,,,,,,732383
U5498383,,,USD,1,,Commissions,Default,25.81006324,-1.05780599,24.75225725,25.81006324,-1.05780599,24.75225725,09/06/2024;15:35:25,Commission,6656828376,DETAIL,,,,,,,,,,,,,,,,732383
U5498383,,,USD,1,,Commissions,Default,25.22296225,-1.000105,24.22285725,25.22296225,-1.000105,24.22285725,09/06/2024;15:37:59,Commission,6656844492,DETAIL,,,,,,,,,,,,,,,,732383
U5498383,,,USD,1,,Commissions,Default,25.78126075,-1.0000035,24.78125725,25.78126075,-1.0000035,24.78125725,09/06/2024;15:40:04,Commission,6656863644,DETAIL,,,,,,,,,,,,,,,,732383
U6183471,,,USD,,,Commissions,Default,25,-1.056440043,23.943559957,25,-1.056440043,23.943559957,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U6183471,,,USD,1,,Commissions,Default,25,-1.056440043,23.943559957,25,-1.056440043,23.943559957,09/06/2024;15:59:56,Commission,6657143869,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,,,Commissions,Default,4001.406,-474.95,3526.456,4001.406,-474.95,3526.456,,,,SUMMARY,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/03/2024;10:29:16,Commission,6638622414,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/03/2024;14:10:10,Commission,6640602901,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/03/2024;14:11:42,Commission,6640609310,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/04/2024;10:29:21,Commission,6643821760,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/04/2024;12:33:30,Commission,6644935861,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/05/2024;13:31:59,Commission,6650329290,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,29.28,-3.05,26.23,29.28,-3.05,26.23,09/06/2024;12:29:27,Commission,6655564516,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/06/2024;12:31:21,Commission,6655592339,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/06/2024;12:34:30,Commission,6655624983,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/06/2024;12:53:38,Commission,6655827257,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,29.232,-3.05,26.182,29.232,-3.05,26.182,09/06/2024;12:54:01,Commission,6655828791,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/06/2024;12:56:08,Commission,6655843087,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,56.05,-11.05,45,56.05,-11.05,45,09/06/2024;13:23:56,Commission,6656032221,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,29.344,-3.05,26.294,29.344,-3.05,26.294,09/09/2024;12:11:13,Commission,6660454055,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:11:30,Commission,6660460883,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:11:41,Commission,6660461425,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:11:42,Commission,6660457314,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:12:14,Commission,6660463306,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:12:18,Commission,6660463349,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:13:38,Commission,6660472448,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:15:02,Commission,6660475787,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:15:10,Commission,6660479618,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:15:19,Commission,6660479199,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:15:30,Commission,6660479250,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:17:27,Commission,6660492906,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,58.05,-13.05,45,58.05,-13.05,45,09/09/2024;12:18:09,Commission,6660501307,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:18:25,Commission,6660506585,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:18:37,Commission,6660507696,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:18:57,Commission,6660515531,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,54.8,-9.8,45,54.8,-9.8,45,09/09/2024;12:19:20,Commission,6660513640,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:20:11,Commission,6660530664,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:20:20,Commission,6660531021,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,29.336,-3.05,26.286,29.336,-3.05,26.286,09/09/2024;12:30:01,Commission,6660628088,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,17.764,-3.05,14.714,17.764,-3.05,14.714,09/09/2024;12:30:08,Commission,6660628363,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:32:05,Commission,6660650273,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;12:32:20,Commission,6660652200,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:03:12,Commission,6660843202,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:03:21,Commission,6660847557,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,27.888,-3.05,24.838,27.888,-3.05,24.838,09/09/2024;13:03:27,Commission,6660843292,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:04:42,Commission,6660853441,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:05:17,Commission,6660858296,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,31.212,-11.05,20.162,31.212,-11.05,20.162,09/09/2024;13:06:21,Commission,6660861252,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,51.05,-6.05,45,51.05,-6.05,45,09/09/2024;13:18:47,Commission,6660931938,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,41.8,-4.8,37,41.8,-4.8,37,09/09/2024;14:39:18,Commission,6661371466,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;12:12:51,Commission,6664581583,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;12:14:45,Commission,6664596650,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:09:26,Commission,6665222301,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:09:30,Commission,6665222811,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:09:45,Commission,6665223698,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:09:51,Commission,6665222933,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:09:56,Commission,6665229372,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/10/2024;14:10:11,Commission,6665223068,DETAIL,,,,,,,,,,,,,,,,732383
U7906488,,,USD,1,,Commissions,Default,50,-5,45,50,-5,45,09/11/2024;12:27:32,Commission,6668988775,DETAIL,,,,,,,,,,,,,,,,732383
